Sweep (V)@Temporary,Measure (A)@Temporary
 7.99200E-1, 1.14560E-5
 8.00400E-1, 1.14716E-5
 8.01600E-1, 1.14841E-5
 8.02800E-1, 1.15028E-5
 8.04000E-1, 1.15184E-5
 8.05200E-1, 1.15341E-5
 8.06400E-1, 1.15466E-5
 8.07600E-1, 1.15528E-5
 8.08800E-1, 1.15653E-5
 8.10000E-1, 1.15934E-5
 8.11200E-1, 1.16122E-5
 8.12400E-1, 1.16278E-5
 8.13600E-1, 1.16309E-5
 8.14800E-1, 1.16434E-5
 8.16000E-1, 1.16590E-5
 8.17200E-1, 1.16778E-5
 8.18400E-1, 1.17028E-5
 8.19600E-1, 1.17059E-5
 8.20800E-1, 1.17215E-5
 8.22000E-1, 1.17309E-5
 8.23200E-1, 1.17371E-5
 8.24400E-1, 1.17590E-5
 8.25600E-1, 1.17777E-5
 8.26800E-1, 1.17996E-5
 8.28000E-1, 1.18152E-5
 8.29200E-1, 1.18246E-5
 8.30400E-1, 1.18308E-5
 8.31600E-1, 1.18465E-5
 8.32800E-1, 1.18621E-5
 8.34000E-1, 1.18808E-5
 8.35200E-1, 1.18933E-5
 8.36400E-1, 1.19089E-5
 8.37600E-1, 1.19245E-5
 8.38800E-1, 1.19339E-5
 8.40000E-1, 1.19433E-5
 8.41200E-1, 1.19558E-5
 8.42400E-1, 1.19870E-5
 8.43600E-1, 1.20026E-5
 8.44800E-1, 1.20183E-5
 8.46000E-1, 1.20183E-5
 8.47200E-1, 1.20339E-5
 8.48400E-1, 1.20495E-5
 8.49600E-1, 1.20714E-5
 8.50800E-1, 1.20901E-5
 8.52000E-1, 1.21026E-5
 8.53200E-1, 1.21120E-5
 8.54400E-1, 1.21276E-5
 8.55600E-1, 1.21370E-5
 8.56800E-1, 1.21495E-5
 8.58000E-1, 1.21745E-5
 8.59200E-1, 1.21901E-5
 8.60400E-1, 1.22057E-5
 8.61600E-1, 1.22213E-5
 8.62800E-1, 1.22244E-5
 8.64000E-1, 1.22369E-5
 8.65200E-1, 1.22526E-5
 8.66400E-1, 1.22838E-5
 8.67600E-1, 1.22994E-5
 8.68800E-1, 1.23057E-5
 8.70000E-1, 1.23150E-5
 8.71200E-1, 1.23307E-5
 8.72400E-1, 1.23463E-5
 8.73600E-1, 1.23619E-5
 8.74800E-1, 1.23775E-5
 8.76000E-1, 1.23931E-5
 8.77200E-1, 1.24088E-5
 8.78400E-1, 1.24213E-5
 8.79600E-1, 1.24306E-5
 8.80800E-1, 1.24400E-5
 8.82000E-1, 1.24619E-5
 8.83200E-1, 1.24869E-5
 8.84400E-1, 1.25025E-5
 8.85600E-1, 1.25181E-5
 8.86800E-1, 1.25275E-5
 8.88000E-1, 1.25337E-5
